,obj,status,move_cost,reward,reward1,reward2,reward3,reward4,batch,pomo
305,997.6532,0,259.0,997.6532,23.0,715.6531982421875,0.0,0.0,30,5
306,1030.3217,0,259.0,1030.3217,19.0,752.3216552734375,0.0,0.0,30,6
307,1046.9707,0,254.0,1046.9707,42.0,750.9707641601562,0.0,0.0,30,7
308,972.1844,0,260.0,972.1844,14.0,698.1843872070312,0.0,0.0,30,8
309,1017.1494,0,259.0,1017.1494,23.0,735.1494140625,0.0,0.0,30,9
310,1123.4559,0,267.0,1123.4559,44.0,812.4559326171875,0.0,0.0,31,0
311,1042.3741,0,268.0,1042.3741,54.0,720.3741455078125,0.0,0.0,31,1
312,1055.0703,0,267.0,1055.0703,55.0,733.0702514648438,0.0,0.0,31,2
313,1047.8923,0,266.0,1047.8923,54.0,726.8923950195312,0.0,1.0,31,3
314,1049.3828,0,268.0,1049.3828,52.0,729.3828735351562,0.0,0.0,31,4
315,1178.8938,0,264.0,1178.8938,82.0,815.8937377929688,0.0,17.0,31,5
316,1042.9504,0,269.0,1042.9504,50.0,723.9505004882812,0.0,0.0,31,6
317,1129.8247,0,269.0,1129.8247,95.0,763.8247680664062,0.0,2.0,31,7
318,1105.6941,0,266.0,1105.6941,48.0,791.694091796875,0.0,0.0,31,8
